,file_path,target,embedding
212,albums\anime\2ec7b35a-dc04-4cdb-a959-82ab0a111b82.png,anime,[0. 0. 0. ... 0. 0. 0.]
213,albums\anime\2eef8e48-d23d-4b1b-b3f4-47e2ee10251d.png,anime,[0. 0. 0. ... 0. 0. 0.]
214,albums\anime\2f6f4a1c-28a3-4b86-b4c7-36638c16627e.png,anime,[ 0.       0.       0.      ...  0.      33.35983  0.     ]
215,albums\anime\2f8bc921-7153-44de-91b9-6c000ebde0f6.png,anime,[ 0.        0.        0.       ...  0.       81.443665  0.      ]
216,albums\anime\2fe86dc4-bf9c-4b4e-81a8-04d8c99ccd63.png,anime,[ 0.      0.      0.     ...  0.     45.4307  0.    ]
217,albums\anime\30219e6d-074e-4081-b5d4-ef7483231174.png,anime,[0. 0. 0. ... 0. 0. 0.]
218,albums\anime\305f6a6f-211d-4283-b99b-72eb6adcd99f.png,anime,[0.        0.        0.        ... 0.        0.        7.0581546]
219,albums\anime\30ece4e8-0ba5-48d5-8b3b-57e81fb5d342.png,anime,[ 0.        0.        0.       ...  0.        0.       10.565382]
220,albums\anime\310fc909-29ce-41d0-a357-ba2024e0e758.png,anime,[0. 0. 0. ... 0. 0. 0.]
221,albums\anime\31334107-0c87-4342-ba49-a99a464f3cfe.png,anime,[0.       0.       0.       ... 0.       6.493397 0.      ]
222,albums\anime\3155cbef-dd2d-44b2-bcc7-0e479f8678cc.png,anime,[ 0.         5.000539   0.        ...  0.         2.3775225 16.110334 ]
223,albums\anime\317b9f46-9199-411f-8d58-edbf8709b87c.png,anime,[0. 0. 0. ... 0. 0. 0.]
224,albums\anime\31b2c024-af40-4a16-a155-1e0260c78541.png,anime,[0.        2.8700306 0.        ... 0.        0.        0.       ]
225,albums\anime\31c6fbc4-c51c-42ae-8a1e-b46557c8ed74.png,anime,[0.       8.190901 0.       ... 0.       0.       0.      ]
226,albums\anime\323e13e4-43b0-4863-abeb-d40c2b028827.png,anime,[0. 0. 0. ... 0. 0. 0.]
227,albums\anime\325f6a01-f04a-4372-a010-f35f3f1d25aa.png,anime,[0.        0.        0.        ... 0.        0.        1.8101647]
228,albums\anime\326bdae2-8f02-462c-882a-e478c9386eee.png,anime,[0. 0. 0. ... 0. 0. 0.]
229,albums\anime\33377886-babf-4ebd-beae-8d71f2f61a95.png,anime,[0. 0. 0. ... 0. 0. 0.]
230,albums\anime\3337edd3-6ea9-4fcc-97b4-46c2af5c6967.png,anime,[ 0.         0.         0.        ...  0.        20.61133    4.0878835]
231,albums\anime\334f4926-b194-4eab-9ff4-383c1008e79e.png,anime,[ 0.        0.        0.       ...  0.       15.531086  0.      ]
232,albums\anime\337bdab6-73cd-4350-adb6-d13aba393430.png,anime,[0. 0. 0. ... 0. 0. 0.]
233,albums\anime\3388c92f-d43a-4f8a-a878-fa63a61ed163.png,anime,[0. 0. 0. ... 0. 0. 0.]
234,albums\anime\33b7ce2f-ca6f-4ee0-bd1e-7c7a826ce2a9.png,anime,[ 0.        0.        0.       ... 10.803049  0.        0.      ]
235,albums\anime\33d88a28-5975-430e-bdc6-74ad3bda00a4.png,anime,[0. 0. 0. ... 0. 0. 0.]
236,albums\anime\33f2d2b0-e59d-40c6-a0df-4fd924695e3e.png,anime,[0. 0. 0. ... 0. 0. 0.]
237,albums\anime\33fe4c1d-b800-43d1-859b-e54be4ea32a4.png,anime,[ 0.        0.        0.       ... 16.211832  0.        0.      ]
238,albums\anime\3404b95c-d44a-4fc0-a340-b422a028543c.png,anime,[0. 0. 0. ... 0. 0. 0.]
239,albums\anime\3422abad-26d1-4447-88e8-a1073097f618.png,anime,[0.         0.         0.         ... 0.         0.01953822 0.        ]
240,albums\anime\347a7fb7-fc57-4832-aff7-dd2d467d437a.png,anime,[  0.        0.        0.      ...   0.        0.      114.29841]
241,albums\anime\34ce2fba-3fdd-4d4f-80ec-11d5f1532d90.png,anime,[ 0.       0.      38.6575  ...  0.      25.13988  0.     ]
242,albums\anime\350fbf85-1203-4a80-a99e-a8660c68730e.png,anime,[0. 0. 0. ... 0. 0. 0.]
243,albums\anime\3546057d-e660-4992-9186-817baa41762e.png,anime,[ 0.        0.        0.       ... 10.077509 19.15936  33.58904 ]
244,albums\anime\356bb081-06c3-4f8a-a694-84218465cb43.png,anime,[ 0.        0.        0.       ...  0.       13.504035  0.      ]
245,albums\anime\358e3436-9e9c-4b48-8a60-31966c09da96.png,anime,[ 0.        0.        0.       ...  0.       46.469738  0.      ]
246,albums\anime\35e82c7b-5206-4864-b1ee-99277c9c1781.png,anime,[0. 0. 0. ... 0. 0. 0.]
247,albums\anime\365817d6-1c78-450d-b247-a85b9fdceb0e.png,anime,[0. 0. 0. ... 0. 0. 0.]
248,albums\anime\3664bb41-f3b8-49bb-9e63-c6a479f70b18.png,anime,[ 0.       20.359203  0.       ...  0.        0.        0.      ]
249,albums\anime\368df23c-9c1a-4fd3-b80d-fa083b4ab2ee.png,anime,[0.        0.        0.        ... 0.        1.6908197 0.       ]
250,albums\anime\368e2a21-5769-401b-9b4b-fe6297d4a975.png,anime,[0. 0. 0. ... 0. 0. 0.]
251,albums\anime\36a90d2f-2a33-48d4-9585-de67ee668c39.png,anime,[0.       0.       0.       ... 0.       9.661545 0.      ]
252,albums\anime\371b6eb0-0328-401e-a903-9b3b8998b111.png,anime,[0. 0. 0. ... 0. 0. 0.]
253,albums\anime\37315339-0772-492f-a59c-5d6a6d8e2c33.png,anime,[0. 0. 0. ... 0. 0. 0.]
254,albums\anime\378f50f1-40e1-464a-9d7e-8cabb7d5ad4a.png,anime,[0.        0.        0.0422608 ... 0.        0.        0.       ]
255,albums\anime\3791a75c-90e6-4414-97db-e84998cde813.png,anime,[0. 0. 0. ... 0. 0. 0.]
256,albums\anime\385e6db8-e136-4b6a-91a2-32330e931278.png,anime,[0.        0.        0.        ... 0.        0.7344761 0.       ]
257,albums\anime\386bd19b-c80e-4427-ae10-a5c0cb6a102b.png,anime,[ 0.        0.        0.       ...  0.       10.014108  0.      ]
258,albums\anime\388512ef-823e-4a12-b75d-7dfd6cbd2a47.png,anime,[0. 0. 0. ... 0. 0. 0.]
259,albums\anime\38ada345-4e99-44ea-a8c7-bb75d0704e50.png,anime,[0. 0. 0. ... 0. 0. 0.]
260,albums\anime\38b1d698-1bb8-4c49-8131-bfdc69a31340.png,anime,[0.       0.       0.       ... 0.       0.       3.551236]
261,albums\anime\38b455b3-fad0-41a4-a028-1b31fef2bf80.png,anime,[0. 0. 0. ... 0. 0. 0.]
262,albums\anime\3916cdb5-22ba-4f83-9a64-b17913d09955.png,anime,[0.        0.        0.        ... 0.        7.5507064 0.       ]
263,albums\anime\391ba4e2-a7f3-423b-8193-707aaba2dbaa.png,anime,[  0.         0.       175.2513   ...   0.        19.073618   0.      ]
264,albums\anime\397476b8-16f6-3038-abd8-d939563a0b1f.png,anime,[ 0.        0.        0.       ...  0.       31.671753  0.      ]
265,albums\anime\39c30c40-f337-4d32-a393-67482a669be1.png,anime,[0. 0. 0. ... 0. 0. 0.]
266,albums\anime\39ddb231-ae6b-48b3-924f-10b77a0a2246.png,anime,[0.       0.       8.888358 ... 0.       0.       0.      ]
267,albums\anime\3a065613-ec66-46f3-a3ad-f95ab2b3954a.png,anime,[0. 0. 0. ... 0. 0. 0.]
268,albums\anime\3a3b25fc-1568-4e49-ad75-da5f27be41c6.png,anime,[ 0.        0.        0.       ...  0.        0.       10.273245]
269,albums\anime\3a5fe707-5019-4a38-9655-954e28523402.png,anime,[0. 0. 0. ... 0. 0. 0.]
270,albums\anime\3a631534-6c8f-4cf9-9f76-76ddefd51969.png,anime,[ 0.        0.        0.       ...  0.       22.912886  0.      ]
271,albums\anime\3a8ba4a5-a621-4c88-b027-f34eb9d0b821.png,anime,[ 0.        0.        0.       ...  0.       10.083193  0.      ]
272,albums\anime\3a8d4150-75a5-413b-8f67-19ca0e83f6fa.png,anime,[ 0.        0.       56.153122 ...  0.       19.204794  0.      ]
273,albums\anime\3af0cd65-8aa1-499e-bd32-95bd16884581.png,anime,[0. 0. 0. ... 0. 0. 0.]
274,albums\anime\3b23821b-7821-3cf6-be45-e0a98362b92e.png,anime,[11.412427  0.        0.       ...  0.        3.224183 30.660458]
275,albums\anime\3b24905c-7ca0-4e41-9b9f-fa04223815a3.png,anime,[0.        0.        0.        ... 0.        0.0304535 0.       ]
276,albums\anime\3b342211-d274-3a31-8193-e8203a1d52b8.png,anime,[0. 0. 0. ... 0. 0. 0.]
277,albums\anime\3b7e446d-3f24-4e7b-b20c-582fedfe997b.png,anime,[ 0.        0.        0.       ...  0.        0.       11.330927]
278,albums\anime\3bec289c-8423-445e-819c-7e9829811ccf.png,anime,[ 0.       0.       0.      ...  0.       0.      12.36399]
279,albums\anime\3c63be2a-c752-420c-85e1-5e07c74943bf.png,anime,[ 0.      0.      0.     ...  0.      0.     44.0151]
280,albums\anime\3c885bcb-2297-4c31-b4cf-6315a3c9d321.png,anime,[0. 0. 0. ... 0. 0. 0.]
281,albums\anime\3ca0cdef-f3bb-44bf-b727-b5b27fe83816.png,anime,[0. 0. 0. ... 0. 0. 0.]
282,albums\anime\3cae711d-4ebb-48b3-b32f-dfe1f143dfd6.png,anime,[0.        0.        0.        ... 0.        4.1281424 0.       ]
283,albums\anime\3cc3d3e4-8ed8-46ea-bef4-c929fe334bbc.png,anime,[ 0.        0.        0.       ...  0.       11.027844  0.      ]
284,albums\anime\3cff3fd6-7352-4fcf-99aa-16d49cfd0155.png,anime,[0.        0.        0.        ... 0.        6.9692287 0.       ]
285,albums\anime\3d783ba8-a4fd-410f-b09a-1a2ecc106b7d.png,anime,[0. 0. 0. ... 0. 0. 0.]
286,albums\anime\3d7ced96-abc4-4498-825f-a66a2689be8a.png,anime,[ 0.        0.        0.       ...  0.       24.073334  0.      ]
287,albums\anime\3dbbf37e-c694-41c8-92b2-a4812f9cce6f.png,anime,[ 0.         0.         0.        ... 14.079947   5.483681   1.6673293]
288,albums\anime\3e067911-0713-4a61-b1ca-0016c09b0ed7.png,anime,[51.247314  0.       22.443863 ...  0.        0.        0.      ]
289,albums\anime\3e380d0e-8b2a-4515-a90a-d06562e37321.png,anime,[0.        0.        0.        ... 0.        3.5885584 0.       ]
290,albums\anime\3e3e3ff8-427b-35a0-8400-5d05bdd46eee.png,anime,[0.        0.        0.        ... 0.        7.8251295 0.       ]
291,albums\anime\3e95b0e1-a2df-46f3-9b15-84cd48322902.png,anime,[34.656235  0.       10.021845 ...  0.        0.        0.      ]
292,albums\anime\3eab872a-99fd-4607-ace2-fa2438dcf381.png,anime,[ 0.        0.        0.       ...  0.       14.841585  0.      ]
293,albums\anime\3eccce72-0cb1-4088-9a87-e8e5d9cc70be.png,anime,[0. 0. 0. ... 0. 0. 0.]
294,albums\anime\3ed5a86a-4e3e-4ef5-9f10-6208990e6b80.png,anime,[ 0.        0.        0.       ...  0.       18.542961  0.      ]
295,albums\anime\3eff8198-12a7-4ce3-aaba-10259c2e4c9f.png,anime,[ 0.       0.       0.      ...  0.       0.      21.68934]
296,albums\anime\3f0005b4-f820-4817-a253-64dfb350a77d.png,anime,[ 0.        0.        0.       ...  0.       42.143024  0.      ]
297,albums\anime\3f648d4c-b0b1-41db-b732-1d0164edbac0.png,anime,[0. 0. 0. ... 0. 0. 0.]
298,albums\anime\3fa25368-459f-4ad0-a34f-39c65f96d784.png,anime,[0.        0.        0.        ... 0.        0.        1.7663133]
299,albums\anime\3fa6e1aa-2a4c-42cb-a921-ccfda405c997.png,anime,[ 0.        0.        0.       ...  0.        0.       31.485943]
300,albums\anime\3faaa1c3-15b7-4d47-b033-64298491c5bf.png,anime,[0.        0.        0.        ... 0.        6.8856177 3.8232765]
301,albums\anime\3fc308b6-5b40-4646-b2ae-465b5d6b0762.png,anime,[0. 0. 0. ... 0. 0. 0.]
302,albums\anime\3fd14789-7ce6-4d18-96f0-1abd0fd7ca5f.png,anime,[ 0.        0.        0.       ...  0.       28.200932  0.      ]
303,albums\anime\403edf65-347c-41fa-87ad-8bd4c4f66545.png,anime,[0.        0.        0.        ... 0.        4.7082224 0.       ]
304,albums\anime\407c29f1-d76c-4ce7-a33d-3513155d59a4.png,anime,[0. 0. 0. ... 0. 0. 0.]
305,albums\anime\40c8099a-4a82-408f-9a02-9df29b52d6a7.png,anime,[0.        0.        0.        ... 0.        2.9894912 9.379507 ]
306,albums\anime\41c43753-0d6c-4f60-8316-26455b359761.png,anime,[0.        0.        6.1907396 ... 0.        0.        0.       ]
307,albums\anime\41f73a58-ee88-4a8c-ae17-014e104e7210.png,anime,[ 0.        0.        0.       ...  0.       12.249154  0.      ]
308,albums\anime\424c367b-7509-4368-9423-f14dfcdb7d09.png,anime,[0.       0.       0.       ... 0.       5.295033 0.      ]
309,albums\anime\425de055-ea16-4ed7-b3d0-0d7f97010483.png,anime,[ 0.        0.        0.       ...  0.       12.461078  0.      ]
310,albums\anime\4261feef-a233-452c-9ed1-2fa13c9ed84a.png,anime,[0. 0. 0. ... 0. 0. 0.]
311,albums\anime\428ccba2-804c-4a70-8845-76bbdfbe2f2f.png,anime,[ 0.        0.        0.       ...  0.        9.1898   10.651803]
312,albums\anime\42bcb7f6-ac4c-4601-b264-9267fb889778.png,anime,[0. 0. 0. ... 0. 0. 0.]
313,albums\anime\430335db-092d-4738-a2c1-8f07c79aaf75.png,anime,[ 0.        0.        0.       ...  0.       29.158056  0.      ]
314,albums\anime\431fcd64-e60e-46d8-bfaf-3978db140909.png,anime,[0.        0.        9.15623   ... 0.        4.3438435 0.       ]
315,albums\anime\432165ca-f097-4241-b488-d90e6ed5b0ff.png,anime,[0.        0.        0.        ... 0.        7.6816754 0.       ]
316,albums\anime\43600264-f528-4ae9-9b47-818131a4f817.png,anime,[0.        0.        0.        ... 0.        0.        0.6887586]
317,albums\anime\43d341e3-d2fc-4252-84c8-2c0ad234e569.png,anime,[ 0.        0.        0.       ...  0.       22.978449  0.      ]
318,albums\anime\43dc0542-2987-4e06-af3f-e7a3959821a1.png,anime,[0. 0. 0. ... 0. 0. 0.]
319,albums\anime\43f1d659-0a7d-4351-a180-47ea8eb4b29e.png,anime,[ 0.       19.576218  0.       ...  0.        0.        0.      ]
320,albums\anime\440baa48-1df3-4468-9c58-f30a1de4517b.png,anime,[ 0.       0.       0.      ...  0.      15.90459  0.     ]
321,albums\anime\441b7ab4-7b8b-4b86-ac08-6fcc2a964172.png,anime,[0. 0. 0. ... 0. 0. 0.]
322,albums\anime\448c689b-27cf-403b-9812-749dfe02ee04.png,anime,[0. 0. 0. ... 0. 0. 0.]
323,albums\anime\448f3fdc-872e-4cb5-a337-3406bfb74283.png,anime,[0. 0. 0. ... 0. 0. 0.]
324,albums\anime\44abd671-707b-4637-8165-a39ddd2ce928.png,anime,[0. 0. 0. ... 0. 0. 0.]
325,albums\anime\44b82b18-e4c3-469b-9d37-24d03a4c7c34.png,anime,[0. 0. 0. ... 0. 0. 0.]
326,albums\anime\44f1a436-f8f9-4f82-964a-ab79b2a742e5.png,anime,[0.       0.       0.       ... 0.       7.043094 0.      ]
327,albums\anime\44f40c6e-232b-4535-8b71-4b4c8ed40afd.png,anime,[0.       0.       0.       ... 0.       9.943254 0.      ]
328,albums\anime\4511f52b-672c-4f0d-9e1c-38a74b52b9a4.png,anime,[ 0.        0.        0.       ... 78.420815  0.        0.      ]
329,albums\anime\45381fc4-09de-4b50-a5eb-8a9acebb98d5.png,anime,[0. 0. 0. ... 0. 0. 0.]
330,albums\anime\454efbf5-ab55-4ee1-b534-2a06136178b2.png,anime,[0. 0. 0. ... 0. 0. 0.]
331,albums\anime\45736c13-236b-40c6-9ecd-e7f07e35150d.png,anime,[ 0.        0.        0.       ...  0.       16.305727  0.      ]
332,albums\anime\459a2b01-506f-4918-93ce-a58405d22b8f.png,anime,[ 0.        0.        0.       ...  0.       23.714905  0.      ]
333,albums\anime\459b2334-b4e4-413c-aa2c-a9315afc8c08.png,anime,[ 0.        0.        0.       ...  0.       12.868957 11.962538]
334,albums\anime\45c7cb1a-c2cd-4d3b-a1ad-7618e584c2ea.png,anime,[ 0.        8.548691  0.       ...  0.       45.352406  8.069699]
335,albums\anime\466c7032-d54e-41c7-9d7a-61fd2b4f82e0.png,anime,[ 0.         4.4966865  0.        ...  0.        24.558178  61.86681  ]
336,albums\anime\46a2a48d-3ad7-45ae-b6d8-341393db6b00.png,anime,[0. 0. 0. ... 0. 0. 0.]
337,albums\anime\46c060e2-bb18-4cf0-93be-ee9482e3b38d.png,anime,[0. 0. 0. ... 0. 0. 0.]
338,albums\anime\46d70890-0638-46fe-9a05-8e2ccf40024b.png,anime,[0. 0. 0. ... 0. 0. 0.]
339,albums\anime\470e14cd-3211-46d6-8a27-29b3a1d9043c.png,anime,[17.089691  0.        0.       ...  0.        0.        0.      ]
340,albums\anime\471bc68b-80a1-4a24-8e68-dcb88c6008f2.png,anime,[0.       0.       0.       ... 0.       5.740173 0.      ]
341,albums\anime\473147cb-7dfb-4b7f-b83a-ed9dc3d94f73.png,anime,[ 0.        91.542175   0.        ...  0.         6.2538786  0.       ]
342,albums\anime\476c7eaa-7639-4193-897a-9537a032f235.png,anime,[0.        0.        0.        ... 0.        0.        1.8114929]
343,albums\anime\478deb57-6763-4225-9867-4be79b11f064.png,anime,[15.359427  0.        0.       ...  0.        0.        0.      ]
344,albums\anime\4796318d-1617-359d-bd63-966bb8994bd7.png,anime,[0.        0.        0.        ... 0.        7.6371655 0.       ]
345,albums\anime\47d758d1-beac-498a-bd47-28440a09e2e0.png,anime,[0.        0.        0.        ... 0.        3.541694  1.8663756]
346,albums\anime\4805a600-7b89-49c1-a68f-f0a91a4ac699.png,anime,[ 0.       79.58582   0.       ...  0.        7.928451  0.      ]
347,albums\anime\48163d47-5299-4748-97de-d170a043e5a5.png,anime,[0. 0. 0. ... 0. 0. 0.]
348,albums\anime\481fe306-d50b-4752-b7dd-442cb790f434.png,anime,[0. 0. 0. ... 0. 0. 0.]
349,albums\anime\486a4df0-79b8-4f40-b8e0-356df836e36d.png,anime,[0.       0.       8.171143 ... 0.       0.       0.      ]
350,albums\anime\487774cd-acd0-4f5b-b01f-e90250436b95.png,anime,[0.        0.        0.        ... 0.        1.4319751 0.       ]
351,albums\anime\48f2154c-2867-4253-9076-bc5d0aa800db.png,anime,[0. 0. 0. ... 0. 0. 0.]
352,albums\anime\494b4188-72f0-48eb-aee2-53c937717171.png,anime,[ 0.        0.        0.       ...  0.        4.521569 18.310427]
353,albums\anime\4995e787-3773-4900-a83e-d77b892d5edc.png,anime,[0.        0.        0.        ... 0.        5.6674533 0.       ]
354,albums\anime\4a32cbd5-4287-39e3-8206-ab27ffe40279.png,anime,[0. 0. 0. ... 0. 0. 0.]
355,albums\anime\4a7922e0-b976-4d75-98a9-bb16585e7b8e.png,anime,[0.       0.       0.       ... 0.       4.247321 0.      ]
356,albums\anime\4aacedf9-aef2-4f7f-83b7-cf1a805475ea.png,anime,[0. 0. 0. ... 0. 0. 0.]
357,albums\anime\4b1d32a9-6419-4c70-ab84-ac6127846a5d.png,anime,[ 0.        0.        0.       ...  0.       12.973472  0.      ]
358,albums\anime\4b608ee5-58a9-4ca5-a40e-be4d12f5ae3d.png,anime,[ 0.        0.        0.       ...  0.       25.065077  0.      ]
359,albums\anime\4b630ef4-791d-4cac-b4bd-ed0d919809cd.png,anime,[0.       0.       0.       ... 0.       6.936027 0.      ]
360,albums\anime\4b7315c7-6489-4c71-a026-c029f8be09be.png,anime,[ 0.       0.       0.      ...  0.       0.      71.47378]
361,albums\anime\4ba14f02-28bc-43b3-a1a2-75997be9ce0b.png,anime,[0. 0. 0. ... 0. 0. 0.]
362,albums\anime\4ba60d86-4992-4202-bd9e-4a6786f56a4e.png,anime,[0. 0. 0. ... 0. 0. 0.]
363,albums\anime\4c21a0a2-ed63-4770-a998-500d712d5b46.png,anime,[0.       0.       0.       ... 0.       0.       1.238755]
364,albums\anime\4c8075be-0906-37e6-93dd-53632de94ff1.png,anime,[ 0.        0.        0.       ...  0.        4.719546 11.863566]
365,albums\anime\4c836347-aefd-4799-a510-3ed12fed0a21.png,anime,[ 0.        0.        0.       ...  0.       12.538836  0.      ]
366,albums\anime\4cdde28e-3a0f-4519-ad0c-0a83fbe1de14.png,anime,[0. 0. 0. ... 0. 0. 0.]
367,albums\anime\4cf04e8a-90d8-44bd-aad3-6be4bfc59816.png,anime,[0. 0. 0. ... 0. 0. 0.]
368,albums\anime\4d3eefb2-c64c-466a-a6bd-d34498e2493a.png,anime,[ 0.        0.        0.       ...  0.       15.469895  0.      ]
369,albums\anime\4d67c713-5c1b-4409-bfb4-7e75780be133.png,anime,[ 0.        0.        0.       ...  0.       17.207932  0.      ]
370,albums\anime\4db2b8ec-e16c-4898-92ed-90b0a865f88f.png,anime,[0. 0. 0. ... 0. 0. 0.]
371,albums\anime\4dc50d9e-22be-4b20-bed9-68fa7a5b0bf8.png,anime,[0.        0.        0.        ... 0.        2.6335063 0.       ]
372,albums\anime\4e513c0f-a6e6-4412-8dfa-b30501521935.png,anime,[ 0.       0.       0.      ...  0.      16.03812  0.     ]
373,albums\anime\4e6dce0a-423b-45a4-9c73-f49cd810f0ae.png,anime,[ 0.        0.        0.       ...  0.       24.172781 17.519888]
374,albums\anime\4ed621f7-736f-4581-b69d-22240dd96222.png,anime,[0. 0. 0. ... 0. 0. 0.]
375,albums\anime\4f03f919-3c48-447d-9d0f-ed8c46b562f6.png,anime,[0. 0. 0. ... 0. 0. 0.]
376,albums\anime\4f1728c0-b71c-4569-8c77-bce3eb3fe92e.png,anime,[ 0.        0.        0.       ...  0.       11.700903  0.      ]
377,albums\anime\4fdff638-e309-4dcc-9f05-1c2130fd2e64.png,anime,[0. 0. 0. ... 0. 0. 0.]
378,albums\anime\501645d4-926a-4681-a6ba-80522dcb79b9.png,anime,[ 0.        0.        0.       ...  0.       15.499835  0.      ]
379,albums\anime\50201d8c-e397-498a-8107-f3462d10f9e5.png,anime,[0.        0.        0.        ... 0.        3.2734873 0.       ]
380,albums\anime\504a4bac-718c-41d4-8086-65e9d033377e.png,anime,[0. 0. 0. ... 0. 0. 0.]
381,albums\anime\5067385a-d283-4dfd-89c1-621ad4d58387.png,anime,[ 0.        0.        0.       ...  0.       42.176445  0.      ]
382,albums\anime\5091f22f-e3fd-4370-8beb-e72bba591f5d.png,anime,[0. 0. 0. ... 0. 0. 0.]
383,albums\anime\50a13fc9-45e9-48ed-bb31-0e61361f8ee6.png,anime,[33.47498  22.149706  0.       ...  0.        0.        0.      ]
384,albums\anime\50a7aaaf-fc77-4408-86b7-dceb098533d6.png,anime,[0. 0. 0. ... 0. 0. 0.]
385,albums\anime\50d40450-12f4-4c4b-a334-298a0cbb8cc5.png,anime,[0. 0. 0. ... 0. 0. 0.]
386,albums\anime\50ea3878-3ab8-4b86-8dbe-200dae7f80a2.png,anime,[0. 0. 0. ... 0. 0. 0.]
387,albums\anime\50f0e386-01cb-42be-9a13-0ae52dd7d0d6.png,anime,[ 0.       0.       0.      ...  0.       0.      26.70602]
388,albums\anime\51072105-076c-4a18-ab9e-95a046abbe00.png,anime,[0.       0.       0.       ... 0.       7.811482 0.      ]
389,albums\anime\51874d00-6577-4ed1-b40b-844269c260b8.png,anime,[0. 0. 0. ... 0. 0. 0.]
390,albums\anime\519795b4-75cc-47de-8391-f165b50c8ada.png,anime,[0.         0.         0.         ... 0.         0.42527497 0.        ]
391,albums\anime\519f015b-e192-4615-a679-cbfee1dcd42b.png,anime,[ 6.4870214  0.         0.        ... 39.895584   0.        27.618902 ]
392,albums\anime\51b9f381-0611-4c23-9955-5cc060141a12.png,anime,[0. 0. 0. ... 0. 0. 0.]
393,albums\anime\51ba912d-1971-4d24-8b97-926561296e6c.png,anime,[0. 0. 0. ... 0. 0. 0.]
394,albums\anime\51e5bc7f-689a-4617-bc11-c1dfc127dbd1.png,anime,[0. 0. 0. ... 0. 0. 0.]
395,albums\anime\51e9d8ab-6942-47b3-aced-267b0d718012.png,anime,[ 0.        0.        0.       ...  0.        0.       10.487306]
396,albums\anime\522427cf-caa3-4ff9-9361-82c5523a3152.png,anime,[0.        8.0103655 0.        ... 0.        0.        0.       ]
397,albums\anime\5282cfb9-2fb6-4e25-b13b-f715cb16c6ad.png,anime,[0.        0.        0.        ... 0.        3.5644207 5.52427  ]
398,albums\anime\528f97c1-6f78-40da-8861-56c3fa015efe.png,anime,[0.         0.         0.         ... 0.         0.42752668 0.        ]
